,Participation.#,Sum.Amount,Date.Submitted,Date.Mailed,Name.1,Address.1,City,St,Postal,year_submitted,month_submitted,year_mailed,month_mailed,period,long_duration,class
14870,2193720,120,2023-01-01,2024-01-05T00:00:00.000,FAITH LUTHERAN LWML,PO Box 1807,Branson,MO,65616,2023,1,2024,1,369,1,Religious Organization
13259,2263251,240,2022-12-29,2023-02-15T00:00:00.000,FREE SPIRIT GENERAL BAPT,54536 HWY 49,ANNAPOLIS,MO,63675,2022,12,2023,2,48,1,Religious Organization
13255,2131424,120,2022-12-29,2023-02-15T00:00:00.000,ASH GROVE SUNSHINE CENTER,PO Box 72,Ash Grove,MO,65604,2022,12,2023,2,48,1,Community
13257,1117849,30,2022-12-29,2023-02-15T00:00:00.000,FIRST UNITED METHODIST CHURCH,"2ND & OAK, BOX 405",GARNETT,KS,66032,2022,12,2023,2,48,1,Religious Organization
13263,1130921,120,2022-12-29,2023-02-15T00:00:00.000,DOUGLAS COUNTY VETERANS MEMORIAL ASSOC,RR 62 Box 39,Mansfield,MO,65704,2022,12,2023,2,48,1,Community
13260,1130460,30,2022-12-29,2023-02-15T00:00:00.000,PINE VIEW CHRISTIAN HOME,4281 Hwy 17,Summersville,MO,65571,2022,12,2023,2,48,1,Religious Organization
13252,2193528,60,2022-12-29,2023-02-15T00:00:00.000,WARRENS BRANCH CHURCH WMU,8528 Bethel Rd,SENECA,MO,64865,2022,12,2023,2,48,1,Religious Organization
13264,2157632,90,2022-12-29,2023-02-15T00:00:00.000,PILGRIM LUTHERAN LADIES AID/LW,PO BOX 585,LINN,MO,65051,2022,12,2023,2,48,1,Religious Organization
13253,2231135,60,2022-12-29,2023-02-15T00:00:00.000,UNITED METHODIST YOUTH FELLOWS,PO BOX 217,CANEY,KS,67333,2022,12,2023,2,48,1,Religious Organization
13239,1130501,30,2022-12-29,2023-02-15T00:00:00.000,HOLY FAMILY CATHOLIC CHURCH,820 Birch St,Eudora,KS,66025,2022,12,2023,2,48,1,Religious Organization
13251,2091300,60,2022-12-29,2023-02-15T00:00:00.000,FARLINGTON UNITED METHODIST,302 E. BAKER ST.,FARLINGTON,KS,66734,2022,12,2023,2,48,1,Religious Organization
13247,2031960,90,2022-12-29,2023-02-15T00:00:00.000,CHRISTIAN WOMENS FELLOWSHIP,PO BOX 260,BUFFALO,MO,65622,2022,12,2023,2,48,1,Religious Organization
13244,2009220,60,2022-12-29,2023-02-15T00:00:00.000,FIRST FREE WILL BAPT WNAC,9172 County Road 6990,West Plains,MO,65775,2022,12,2023,2,48,1,Religious Organization
13243,2120801,30,2022-12-29,2023-02-15T00:00:00.000,NEW TESTAMENT BAPTIST CHURCH,PO Box 578,Sullivan,MO,63080,2022,12,2023,2,48,1,Religious Organization
13236,1011615,240,2022-12-29,2023-02-15T00:00:00.000,ASSUMPTION CATHOLIC CEMETERY,19206 Highway D,California,MO,65018,2022,12,2023,2,48,1,Religious Organization
13228,2131257,90,2022-12-29,2023-02-15T00:00:00.000,GODS GALS OF THE IONIA METHODIST CHURCH,104 W Fifth St,Ionia,MO,65335,2022,12,2023,2,48,1,Religious Organization
13267,2031490,60,2022-12-29,2023-02-15T00:00:00.000,HOME & COMMUNITY EDUCATION,25214 S 530 Rd,PARK HILL,OK,74451,2022,12,2023,2,48,1,Community
13266,1131539,60,2022-12-29,2023-02-15T00:00:00.000,FIRST BAPTIST CHURCH OF THAYER (MISSIONS,511 Alton Rd,Thayer,MO,65791,2022,12,2023,2,48,1,Religious Organization
13249,1090180,120,2022-12-29,2023-02-15T00:00:00.000,IMMANUEL PRESBYTERIAN CHURCH,3800 NE PARVIN RD,KANSAS CITY,MO,64117,2022,12,2023,2,48,1,Religious Organization
13268,2021389,60,2022-12-29,2023-02-15T00:00:00.000,BETHLEHEM BAPT CHURCH GROUP,160 PCR 350,PERRYVILLE,MO,63775,2022,12,2023,2,48,1,Religious Organization
13284,1130165,60,2022-12-29,2023-02-15T00:00:00.000,HILLSBORO CHRISTIAN CHURCH,PO Box 2568,Platte City,MO,64079,2022,12,2023,2,48,1,Religious Organization
13306,2130139,60,2022-12-29,2023-02-15T00:00:00.000,MT. ZION GENERAL BAPTIST CHURC,2300 BURGE ST.,MALDEN,MO,63863,2022,12,2023,2,48,1,Religious Organization
13305,2132790,60,2022-12-29,2023-02-15T00:00:00.000,ST. LOUIS CATHOLIC CHURCH,2675 HWY A,BONNOTS MILL,MO,65016,2022,12,2023,2,48,1,Religious Organization
13302,1043672,90,2022-12-29,2023-02-15T00:00:00.000,EBENEZER UNITED METHODIST CHUR,2277 18TH RD.,CLAY CENTER,KS,67432,2022,12,2023,2,48,1,Religious Organization
13298,2180481,60,2022-12-29,2023-02-15T00:00:00.000,AWB FIRST BAPTIST CHURCH,502 Sherman St,Uniontown,KS,66779,2022,12,2023,2,48,1,Religious Organization
13292,2008538,90,2022-12-29,2023-02-15T00:00:00.000,ST. BONIFACE CHURCH,20176 NW 2200 RD.,GARNETT,KS,66032,2022,12,2023,2,48,1,Religious Organization
13285,2031500,60,2022-12-29,2023-02-15T00:00:00.000,WMU 1ST BAPTIST CHURCH,c/o Deena Swyers,Cuba,MO,65453,2022,12,2023,2,48,1,Religious Organization
13273,3193567,60,2022-12-29,2023-02-15T00:00:00.000,TRINITY LUTHERAN MARY MARTHA,109 W. ST. JOHN,GIRARD,KS,66743,2022,12,2023,2,48,1,Religious Organization
13283,2010581,60,2022-12-29,2023-02-15T00:00:00.000,ITCHIN FOR STICHIN GUILD,1399 15000 Rd,Altamont,KS,67330,2022,12,2023,2,48,1,Community
13281,1130982,180,2022-12-29,2023-02-15T00:00:00.000,WEST CENTRAL MISSOURI COMMUNITY ACTION A,112 W 4TH ST,APPLETON CITY,MO,64724,2022,12,2023,2,48,1,Community
13280,1121010,90,2022-12-29,2023-02-15T00:00:00.000,LINN FAMILY WORSHIP CENTER,PO BOX 537,LINN,MO,65051,2022,12,2023,2,48,1,Community
13278,2031920,90,2022-12-29,2023-02-15T00:00:00.000,FIRST CHRISTIAN CHURCH,21692 S 1900 Rd,Milo,MO,64767,2022,12,2023,2,48,1,Religious Organization
13277,1210095,90,2022-12-29,2023-02-15T00:00:00.000,WOODLAWN CLUB,2047 144TH ROAD,SABETHA,KS,66534,2022,12,2023,2,48,1,Community
13274,1060963,120,2022-12-29,2023-02-15T00:00:00.000,MUSCOTAH KIDS CLUB,6747 Cheyenne Rd,MUSCOTAH,KS,66058,2022,12,2023,2,48,1,Community
13282,2031930,90,2022-12-29,2023-02-15T00:00:00.000,CHRISTIAN WOMEN'S FELLOWSHIP,1475 N. WASHINGTON AVE.,SPRINGFIELD,MO,65802,2022,12,2023,2,48,1,Religious Organization
13175,1240020,90,2022-12-21,2023-01-06T00:00:00.000,PRECEPTOR ALPHA-BETA SIGMA PHI,902 Ash St,Abilene,KS,67410,2022,12,2023,1,16,0,Community
13186,1073021,60,2022-12-21,2023-01-06T00:00:00.000,DESIRE TOBEY SEARS CHPT DAR,PO Box 125,Scandia,KS,66966,2022,12,2023,1,16,0,Religious Organization
13184,1080084,60,2022-12-21,2023-01-06T00:00:00.000,ST. MARKS UNITED METHODIST WOM,6422 SANTA FE,MERRIAM,KS,66202,2022,12,2023,1,16,0,Religious Organization
13183,2191390,60,2022-12-21,2023-01-06T00:00:00.000,SO JOPLIN CHRISTIAN CHURCH CW,1901 S. PEARL,JOPLIN,MO,64804,2022,12,2023,1,16,0,Religious Organization
13182,1131164,60,2022-12-21,2023-01-06T00:00:00.000,ST. BERNARD'S CATHOLIC CHURCH WOMEN,1426 Avenue W,Geneseo,KS,67444,2022,12,2023,1,16,0,Religious Organization
13180,1210295,90,2022-12-21,2023-01-06T00:00:00.000,TRINITY UNITED METHODIST CHURC,214 EAST 3rd STREET,APPLETON CITY,MO,64724,2022,12,2023,1,16,0,Religious Organization
13177,2030083,90,2022-12-21,2023-01-06T00:00:00.000,POTOSI PENTECOSTAL CHURCH,12222 GUN CLUB RD.,POTOSI,MO,63664,2022,12,2023,1,16,0,Religious Organization
13176,2140572,60,2022-12-21,2023-01-06T00:00:00.000,NIMBLE THIMBLE CLUB,PO BOX 426,SQUIRES,MO,65755,2022,12,2023,1,16,0,Community
13165,2032930,60,2022-12-21,2023-01-06T00:00:00.000,CLEORA BAPTIST CHURCH,29304 HWY 85,AFTON,OK,74331,2022,12,2023,1,16,0,Religious Organization
13174,1032221,90,2022-12-21,2023-01-06T00:00:00.000,COMMUNITY BIBLE VIDEO LIBRARY,1400 N CEDAR ST,ABILENE,KS,67410,2022,12,2023,1,16,0,Religious Organization
13170,1232010,120,2022-12-21,2023-01-06T00:00:00.000,WELCA KENT MEMORIAL CHURCH,PO BOX 155,SUNRISE BEACH,MO,65079,2022,12,2023,1,16,0,Religious Organization
13163,1131595,90,2022-12-21,2023-01-06T00:00:00.000,CHURCH OF GOD OF PROPHECY,911 EAST 5TH STREET,MOUNTAIN VIEW,MO,65548,2022,12,2023,1,16,0,Religious Organization
13162,1190790,90,2022-12-21,2023-01-06T00:00:00.000,BEVIER BAPTIST CHURCH,329 W Livingston St,Bevier,MO,63532,2022,12,2023,1,16,0,Religious Organization
13160,2050789,60,2022-12-21,2023-01-06T00:00:00.000,FIRST CHRISTIAN CHURCH CWF,PO BOX 416,BOLIVAR,MO,65613,2022,12,2023,1,16,0,Religious Organization
13159,2033100,60,2022-12-21,2023-01-06T00:00:00.000,COMMUNITY CHRISTIAN CHURCH,PO Box 471,LINN,MO,65051,2022,12,2023,1,16,0,Religious Organization
13191,2100433,60,2022-12-21,2023-01-06T00:00:00.000,JOPLIN HEIGHTS BAPTIST CHURCH,2107 S. WILLARD,JOPLIN,MO,64804,2022,12,2023,1,16,0,Religious Organization
13189,2161310,90,2022-12-21,2023-01-06T00:00:00.000,PONTIAC LADIES CLUB,PO Box 12,Pontiac,MO,65729,2022,12,2023,1,16,0,Community
13158,1191026,60,2022-12-21,2023-01-06T00:00:00.000,ST. JAMES LUTHERAN PANTRY,1104 NE VIVION RD.,KANSAS CITY,MO,64118,2022,12,2023,1,16,0,Religious Organization
13193,1130752,60,2022-12-21,2023-01-06T00:00:00.000,FIRST BAPTIST CHURCH OF LYNDON KS INC,129 W 15th St,Lyndon,KS,66451,2022,12,2023,1,16,0,Religious Organization
13208,1011570,90,2022-12-21,2023-01-06T00:00:00.000,ASSEMBLY OF GOD WMS,6454 SE County Rd 6555,Rich Hill,MO,64779,2022,12,2023,1,16,0,Religious Organization
13194,1201260,90,2022-12-21,2023-01-06T00:00:00.000,TRINITY LUTHERAN LADIES AID,308 E. 1ST ST.,APPLETON CITY,MO,64724,2022,12,2023,1,16,0,Religious Organization
13225,2030698,120,2022-12-21,2023-01-06T00:00:00.000,CALICO CLIPPERS QUILT GUILD,PO BOX 367,STOCKTON,MO,65785,2022,12,2023,1,16,0,Community
13220,3111786,60,2022-12-21,2023-01-06T00:00:00.000,NORTH HEIGHTS HOLINESS CHURCH,PO BOX 386,SAPULPA,OK,74066,2022,12,2023,1,16,0,Religious Organization
13217,1030131,120,2022-12-21,2023-01-06T00:00:00.000,CALVARY LUTHERAN LADIES GUILD,510 COLUMBIA,COUNCIL GROVE,KS,66846,2022,12,2023,1,16,0,Religious Organization
13214,2032563,60,2022-12-21,2023-01-06T00:00:00.000,CHURCH OF THE BRETHREN YOUTH,RR 63 Box 640,Cabool,MO,65689,2022,12,2023,1,16,0,Religious Organization
13210,2061380,60,2022-12-21,2023-01-06T00:00:00.000,FIRST CHURCH OF GOD (WCG),205 W 5th St,Mountain View,MO,65548,2022,12,2023,1,16,0,Religious Organization
13211,1021050,60,2022-12-21,2023-01-06T00:00:00.000,GOLDEN GATE CHPTER 58 O.E.S.,903 HARRISON ST.,KANSAS CITY,MO,64106,2022,12,2023,1,16,0,Religious Organization
13205,1150109,60,2022-12-21,2023-01-06T00:00:00.000,ODESSA CHURCH OF CHRIST,210 N 4th St,Odessa,MO,64076,2022,12,2023,1,16,0,Religious Organization
13201,2231943,90,2022-12-21,2023-01-06T00:00:00.000,WOMENS MISSIONARY UNION,302 Elm St,Lathrop,MO,64465,2022,12,2023,1,16,0,Religious Organization
13200,2020770,90,2022-12-21,2023-01-06T00:00:00.000,BETA SIGMA PHI/ETA RHO,1768 REDWOOD DR APT 217,WEBB CITY,MO,64870,2022,12,2023,1,16,0,Community
13199,2214375,120,2022-12-21,2023-01-06T00:00:00.000,FRIENDSHIP CHURCH,7461 US HIGHWAY 61,NEW MADRID,MO,63869,2022,12,2023,1,16,0,Religious Organization
13197,2231750,90,2022-12-21,2023-01-06T00:00:00.000,WOMEN'S MISSIONS UNION,268 FOREST ROAD 2192,ARCADIA,MO,63621,2022,12,2023,1,16,0,Religious Organization
13196,1121450,150,2022-12-21,2023-01-06T00:00:00.000,LUTHERAN SCHOOL ASSOCIATION,204 E. BUTTERFIELD,COLE CAMP,MO,65325,2022,12,2023,1,16,0,Religious Organization
13097,1140581,60,2022-12-13,2023-02-15T00:00:00.000,AMAZING GRACE COMMUNITY CHURCH,4511 Hwy 19,Cuba,MO,65453,2022,12,2023,2,64,1,Religious Organization
13105,1050654,60,2022-12-13,2023-02-15T00:00:00.000,EBENEZER BAPTIST CHURCH,1197 JEEP RD,ABILENE,KS,67410,2022,12,2023,2,64,1,Religious Organization
13103,1090045,60,2022-12-13,2023-02-15T00:00:00.000,JEFF COUNTY CHPT- NAT A.R.F.E.,9798 Nemaha Rd,Oskaloosa,KS,66066,2022,12,2023,2,64,1,Religious Organization
13102,1130962,60,2022-12-13,2023-02-15T00:00:00.000,FIRST PRESBYTERIAN CHURCH,417 Vine St,Boonville,MO,65233,2022,12,2023,2,64,1,Religious Organization
13100,2080292,60,2022-12-13,2023-02-15T00:00:00.000,HOPEWELL PRESB. CHURCH,803 E 5th Ter,LAMAR,MO,64759,2022,12,2023,2,64,1,Religious Organization
13098,2061595,120,2022-12-13,2023-02-15T00:00:00.000,FIRST PRESBYTERIAN CHURCH YG,500 N. OLIVE ST.,NEVADA,MO,64772,2022,12,2023,2,64,1,Religious Organization
13078,1122405,90,2022-12-13,2023-02-15T00:00:00.000,OUR LADY ST. ROSE CHURCH,2203 Parallel Ave,KANSAS CITY,KS,66104,2022,12,2023,2,64,1,Religious Organization
13092,7567365,60,2022-12-13,2023-02-15T00:00:00.000,TRINITY LUTHERAN DEBORAH CIRCL,BOX 545,BLACKWELL,OK,74631,2022,12,2023,2,64,1,Religious Organization
13091,1130931,30,2022-12-13,2023-02-15T00:00:00.000,BRANSON-HOLLISTER SENIOR CENTER,201 Compton Dr,Branson,MO,65616,2022,12,2023,2,64,1,Community
13089,2120057,60,2022-12-13,2023-02-15T00:00:00.000,MT. ZION BAPTIST CHURCH LADIES,4380 CO RD 1690,POMONA,MO,65789,2022,12,2023,2,64,1,Religious Organization
13087,2131249,60,2022-12-13,2023-02-15T00:00:00.000,WHETSTONE CHRISTIAN ACADEMY,8595 Old Highway 60,Mountain Grove,MO,65711,2022,12,2023,2,64,1,Religious Organization
13085,1130485,60,2022-12-13,2023-02-15T00:00:00.000,1ST BAPTIST CHURCH AWANAS,4748 N Pleasantview,Newkirk,OK,74647,2022,12,2023,2,64,1,Religious Organization
13079,3060517,90,2022-12-13,2023-02-15T00:00:00.000,CHRISTIAN WOMEN'S FELLOWSHIP,PO Box 504,FAIRVIEW,OK,73737,2022,12,2023,2,64,1,Religious Organization
13121,2173463,90,2022-12-13,2023-02-15T00:00:00.000,CHRISTIAN AOG CHURCH,1201 S C St,Henryetta,OK,74437,2022,12,2023,2,64,1,Religious Organization
13113,1100265,60,2022-12-13,2023-02-15T00:00:00.000,JR CLIO CLUB,522 N High St,Mankato,KS,66956,2022,12,2023,2,64,1,Community
13111,2131382,120,2022-12-13,2023-02-15T00:00:00.000,MILL CREEK FREE WILL BAPTIST LADIES AUX,4248 HWY E,Fredericktown,MO,63645,2022,12,2023,2,64,1,Religious Organization
13123,2070986,60,2022-12-13,2023-02-15T00:00:00.000,HELPING HANDS COMMUNITY CENTER,403 1ST ST.,DONIPHAN,MO,63935,2022,12,2023,2,64,1,Community
13143,1121358,60,2022-12-13,2023-02-15T00:00:00.000,LAKE LOTAWANA COMMUNITY UMC,28901 NE Colbern Rd,Lake Lotawana,MO,64086,2022,12,2023,2,64,1,Community
13124,2091573,90,2022-12-13,2023-02-15T00:00:00.000,CHRIST LUTHERAN LADIES AID,2294 State Highway OO,Whitewater,MO,63785,2022,12,2023,2,64,1,Religious Organization
13153,2061536,90,2022-12-13,2023-02-15T00:00:00.000,FRIENDLY BAPTIST CHURCH,2751 KIRKLAND DR.,BRANSON,MO,65616,2022,12,2023,2,64,1,Religious Organization
13150,1004265,60,2022-12-13,2023-02-15T00:00:00.000,GARRIOT RD CHURCH OF CHRIST,3601 W Owen K Garriott Rd,ENID,OK,73703,2022,12,2023,2,64,1,Religious Organization
13148,2192685,90,2022-12-13,2023-02-15T00:00:00.000,ST. ANDREWS LUTHERAN CHURCH,14980 E. 1866 ROAD,STOCKTON,MO,65785,2022,12,2023,2,64,1,Religious Organization
13144,2130412,60,2022-12-13,2023-02-15T00:00:00.000,CORNERSTONE CHURCH OF GOD WM,PO Box 449,Marionville,MO,65705,2022,12,2023,2,64,1,Religious Organization
13152,1140345,60,2022-12-13,2023-02-15T00:00:00.000,NEW HOPE LUTHERAN CHURCH,PO BOX 394,ONAGA,KS,66521,2022,12,2023,2,64,1,Religious Organization
13135,2121260,60,2022-12-13,2023-02-15T00:00:00.000,LIGHTHOUSE PENTECOSTAL CHURCH,PO BOX 185,EAGLE ROCK,MO,65641,2022,12,2023,2,64,1,Religious Organization
13134,1131118,60,2022-12-13,2023-02-15T00:00:00.000,PROMISE POINT BAPTIST CHURCH,5214 Charity Rd,Elkland,MO,65644,2022,12,2023,2,64,1,Religious Organization
13133,2143275,90,2022-12-13,2023-02-15T00:00:00.000,MAIN STREET BAPTIST CHURCH,PO Box 54,Greenfield,MO,65661,2022,12,2023,2,64,1,Religious Organization
13132,1130578,90,2022-12-13,2023-02-15T00:00:00.000,CODELL COMMUNITY CHURCH,2845 S 230th Ave,Paradise,KS,67658,2022,12,2023,2,64,1,Religious Organization
13129,1210090,60,2022-12-13,2023-02-15T00:00:00.000,UNITED CHURCH OF CHRIST WOMEN,PO Box 389,Carbondale,KS,66414,2022,12,2023,2,64,1,Religious Organization
13127,2192760,60,2022-12-13,2023-02-15T00:00:00.000,ST TERESA CHURCH LADIES ALTAR SOCIETY,40694 ST HWY JJ,CAMPBELL,MO,63933,2022,12,2023,2,64,1,Religious Organization
13032,1190095,60,2022-12-08,2022-12-21T00:00:00.000,TRINITY EV LUTHERAN CHURCH,1518 14th St,Woodward,OK,73801,2022,12,2022,12,13,0,Religious Organization
13008,1130548,60,2022-12-01,2022-12-21T00:00:00.000,VISTA UNITED METHODIST CHURCH,6190 SE 250 Rd,Osceola,MO,64776,2022,12,2022,12,20,0,Religious Organization
13034,1130402,90,2022-12-01,2022-12-21T00:00:00.000,THE EPISCOPAL CHURCH OF THE RESURRECTION,1433 NW RD Mize Rd,Blue Springs,MO,64015,2022,12,2022,12,20,0,Religious Organization
13039,1130580,60,2022-12-01,2022-12-21T00:00:00.000,BETHANY EVANGELICAL LUTHERAN CHURCH OF L,320 N Main St,Lindsborg,KS,67456,2022,12,2022,12,20,0,Religious Organization
13031,1071222,60,2022-12-01,2022-12-21T00:00:00.000,KING HILL CHRISTIAN CHURCH CWF,5828 KING HILL AVE.,ST. JOSEPH,MO,64504,2022,12,2022,12,20,0,Religious Organization
13029,2121020,30,2022-12-01,2022-12-21T00:00:00.000,ABOUNDING HOPE CHURCH,PO BOX 1004,LICKING,MO,65542,2022,12,2022,12,20,0,Religious Organization
13012,1230033,90,2022-12-01,2022-12-21T00:00:00.000,DORCAS/DOWNING GRP 1ST BAPT CH,2511 Franklin Ave,Lexington,MO,64067,2022,12,2022,12,20,0,Religious Organization
13011,2132410,60,2022-12-01,2022-12-21T00:00:00.000,MT. ZION BIBLE SCHOOL,R 1 - BOX 48,AVA,MO,65608,2022,12,2022,12,20,0,Religious Organization
13010,1260030,90,2022-12-01,2022-12-21T00:00:00.000,ZION LUTHERAN CHURCH LADIES AIDE,PO Box 278,Lincoln,MO,65338,2022,12,2022,12,20,0,Religious Organization
13009,2030730,60,2022-12-01,2022-12-21T00:00:00.000,LOST CITY COMMUNITY ORGANIZATI,8691 W. 710 RD.,HULBERT,OK,74441,2022,12,2022,12,20,0,Community
12980,2200475,60,2022-12-01,2022-12-21T00:00:00.000,1ST  ASSEMBLY OF GOD CHILDREN,505 Allen Rd,CAMPBELL,MO,63933,2022,12,2022,12,20,0,Religious Organization
13005,1220128,60,2022-12-01,2022-12-21T00:00:00.000,VICTORY FREEWILL BAPTIST WOMEN,1102  N.E. 66th TERRACE,GLADSTONE,MO,64118,2022,12,2022,12,20,0,Religious Organization
12996,2131309,120,2022-12-01,2022-12-21T00:00:00.000,MCLOUTH UNITED METHODIST CHURCH,PO Box 159,McLouth,KS,66054,2022,12,2022,12,20,0,Religious Organization
12991,1080430,60,2022-12-01,2022-12-21T00:00:00.000,WELCA-ST. JOHN'S LUTHERAN CHUR,7473 LEISURELY DR.,EFFINGHAM,KS,66023,2022,12,2022,12,20,0,Religious Organization
12990,1231630,60,2022-12-01,2022-12-21T00:00:00.000,WOMENS MISSIONARY UNION,PO BOX 25,MCGIRK,MO,65055,2022,12,2022,12,20,0,Religious Organization
12988,1011521,60,2022-12-01,2022-12-21T00:00:00.000,ASSEMBLY OF GOD WOMEN'S MINIST,120 N. STATE ST.,LYONS,KS,67554,2022,12,2022,12,20,0,Religious Organization
12987,1020220,60,2022-12-01,2022-12-21T00:00:00.000,BEAGLE METHODIST CHURCH,21709 KS Highway 7,Fontana,KS,66026,2022,12,2022,12,20,0,Religious Organization
12979,1150553,60,2022-12-01,2022-12-21T00:00:00.000,OTTAWA CHURCH OF THE NAZARENE,P.O. BOX 837,OTTAWA,KS,66067,2022,12,2022,12,20,0,Religious Organization
12978,1110170,30,2022-12-01,2022-12-21T00:00:00.000,KAPPA ALPHA CHPTR PHI TAU OMG,303 N Tennessee St,IOLA,KS,66749,2022,12,2022,12,20,0,Religious Organization
12975,2231791,330,2022-12-01,2022-12-21T00:00:00.000,WOMENS COUNCIL FLOWER FUND,PO Box 278,Stockton,MO,65785,2022,12,2022,12,20,0,Community
12977,2030029,30,2022-12-01,2022-12-21T00:00:00.000,CABOOL CHRISTIAN CHURCH,PO BOX 318 / 620 PINE ST.,CABOOL,MO,65689,2022,12,2022,12,20,0,Religious Organization
13035,2121900,90,2022-12-01,2022-12-21T00:00:00.000,LUTHERAN WOMEN'S MISSION LEAGU,453 N. WEST ST.,PERRYVILLE,MO,63775,2022,12,2022,12,20,0,Religious Organization
13045,2080930,60,2022-12-01,2022-12-21T00:00:00.000,HICKORY POINT BAPTIST PROGRAMS,8 PONDER SLAB ROAD,IBERIA,MO,65486,2022,12,2022,12,20,0,Religious Organization
13042,1197393,60,2022-12-01,2022-12-21T00:00:00.000,TRINITY LUTHERAN LWML,1552 S Rd,Hunter,KS,67452,2022,12,2022,12,20,0,Religious Organization
13058,1060052,120,2022-12-01,2022-12-21T00:00:00.000,FRIENDS OF THE ST CLAIR CO LIB,115 CHESTNUT ST.,OSCEOLA,MO,64776,2022,12,2022,12,20,0,Community
13936,2121900,180,2022-12-01,2023-06-06T00:00:00.000,LUTHERAN WOMEN'S MISSION LEAGU,453 N. WEST ST.,PERRYVILLE,MO,63775,2022,12,2023,6,187,1,Religious Organization
13044,2150840,90,2022-12-01,2022-12-21T00:00:00.000,OUR LADY OF THE COVE CHURCH,20 Kimberling Blvd.,KIMBERLING CITY,MO,65686,2022,12,2022,12,20,0,Religious Organization
13070,1130699,60,2022-12-01,2022-12-21T00:00:00.000,METZ METHODIST MEMORIAL FUND,PO Box 164,METZ,MO,64765,2022,12,2022,12,20,0,Religious Organization
13069,1131460,60,2022-12-01,2022-12-21T00:00:00.000,MT CALVARY LUTHERAN CHURCH,1215 BALDWIN,EXCELSIOR SPRINGS,MO,64024,2022,12,2022,12,20,0,Religious Organization
13068,2121104,60,2022-12-01,2022-12-21T00:00:00.000,LICKING CHRISTIAN CHURCH,P.O. BOX 98,LICKING,MO,65542,2022,12,2022,12,20,0,Religious Organization
13067,2080115,120,2022-12-01,2022-12-21T00:00:00.000,HAPPY HILL CHURCH OF GOD,901 S Main St,Butler,MO,64730,2022,12,2022,12,20,0,Religious Organization
13064,2062123,150,2022-12-01,2022-12-21T00:00:00.000,WOMEN OF THE CHURCH OF GOD,21015 W Highway 51,SAND SPRINGS,OK,74063,2022,12,2022,12,20,0,Religious Organization
13061,1022020,60,2022-12-01,2022-12-21T00:00:00.000,BUILDERS FIRST CHRISTIAN CHRCH,PO BOX 227,WINDSOR,MO,65360,2022,12,2022,12,20,0,Religious Organization
13063,1117437,60,2022-12-01,2022-12-21T00:00:00.000,METHODIST CHURCH ORPHA CIRCLE,321 N. KANSAS AVE.,MARCELINE,MO,64658,2022,12,2022,12,20,0,Religious Organization
13056,1130191,60,2022-12-01,2022-12-21T00:00:00.000,ALL SAINTS PARISH EPISCOPAL CHURCH,605 Carriage Court,Nevada,MO,64772,2022,12,2022,12,20,0,Religious Organization
13055,2231134,30,2022-12-01,2022-12-21T00:00:00.000,HIATTVILLE UNITED METHODIST WM,1236 FERN RD.,FT. SCOTT,KS,66701,2022,12,2022,12,20,0,Religious Organization
13054,2050222,90,2022-12-01,2022-12-21T00:00:00.000,BELIEVER'S CHAPEL,PO BOX 507,ELLINGTON,MO,63638,2022,12,2022,12,20,0,Religious Organization
13053,1201005,60,2022-12-01,2022-12-21T00:00:00.000,TIMOTHY LUTHERAN SCHOOL,301 E Wyatt Rd,Blue Springs,MO,64014,2022,12,2022,12,20,0,Religious Organization
13052,2061285,180,2022-12-01,2022-12-21T00:00:00.000,FIRST CHRISTIAN CHURCH BLDG FD,128 W Elm St,Columbus,KS,66725,2022,12,2022,12,20,0,Religious Organization
13051,1022015,90,2022-12-01,2022-12-21T00:00:00.000,BEREAN BAPTIST CHURCH LADIES,330 HUFFAKER ST.,COUNCIL GROVE,KS,66846,2022,12,2022,12,20,0,Religious Organization
13050,1180745,60,2022-12-01,2022-12-21T00:00:00.000,ROSEAN CLUB,2511 Road N,Emporia,KS,66801,2022,12,2022,12,20,0,Community
13049,1131575,60,2022-12-01,2022-12-21T00:00:00.000,MOUND VALLEY METHODIST CHURCH,PO Box 201,Mound Valley,KS,67354,2022,12,2022,12,20,0,Religious Organization
13047,1031541,60,2022-12-01,2022-12-21T00:00:00.000,CHURCH LADIES OF THE A.U.P.W.,1678 3400 Ave,Abilene,KS,67410,2022,12,2022,12,20,0,Religious Organization
12958,2220330,60,2022-11-22,2022-11-23T00:00:00.000,VICTORY BAPTIST WMU,5058 STATE HWY W,OZARK,MO,65721,2022,11,2022,11,1,0,Religious Organization
12945,1031495,180,2022-11-22,2022-11-23T00:00:00.000,CENTRAL AVE CENTER OF HOPE,11 N. 15TH ST.,KANSAS CITY,KS,66102,2022,11,2022,11,1,0,Community
12948,2192994,60,2022-11-22,2022-11-23T00:00:00.000,ST JAMES CHRISTIAN CHURCH,PO BOX 356,ST. JAMES,MO,65559,2022,11,2022,11,1,0,Religious Organization
12950,2143728,60,2022-11-22,2022-11-23T00:00:00.000,NEW HOPE CHRISTIAN CHURCH,511 E 6th,Cherryvale,KS,67335,2022,11,2022,11,1,0,Religious Organization
12952,2080964,60,2022-11-22,2022-11-23T00:00:00.000,HILLSIDE BAPTIST CHURCH WMU,6814 County Rd 373,Eucha,OK,74342,2022,11,2022,11,1,0,Religious Organization
